model,num_agents,population,condition,condition_label,treatment,treatment_label,receiver_scope,round,metric,n_runs,mean,ci_low,ci_high
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,3,return_proportion,3,0.5,0.36199234934891406,0.6380076506510859
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,3,zero_receipt_rate,4,0.6666666666666666,0.2916117727952373,1.0417215605380958
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,3,forced_receiver_rate,4,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,4,return_proportion,2,0.4097222222222222,0.32148468933033264,0.4979597551141118
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,4,zero_receipt_rate,5,0.7,0.14471097896044027,1.2552890210395597
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,4,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,5,return_proportion,4,0.385515873015873,0.3454689108515331,0.4255628351802129
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,5,zero_receipt_rate,5,0.4333333333333333,-0.10631059490290212,0.9729772615695687
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,5,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,6,return_proportion,4,0.4791666666666667,0.41286570197324457,0.5454676313600888
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,6,zero_receipt_rate,5,0.5333333333333333,0.08468943294368236,0.9819772337229843
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,6,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,7,return_proportion,4,0.4833333333333333,0.39146402178146333,0.5752026448852032
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,7,zero_receipt_rate,5,0.5333333333333333,0.08468943294368236,0.9819772337229843
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,7,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,8,return_proportion,4,0.45,0.38503858681873315,0.5149614131812669
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,8,zero_receipt_rate,5,0.4333333333333333,-0.10631059490290212,0.9729772615695687
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,8,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,9,return_proportion,4,0.4291666666666667,0.237466281155402,0.6208670521779314
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,9,zero_receipt_rate,5,0.6333333333333333,0.36351136921521554,0.9031552974514511
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,9,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,10,return_proportion,3,0.4259259259259259,0.3860865487991098,0.46576530305274194
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,10,zero_receipt_rate,5,0.7333333333333333,0.41948721860859295,1.0471794480580736
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,ordinary,10,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,1,return_proportion,5,0.4450611111111111,0.401172632981451,0.48894958924077114
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,1,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,1,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,2,return_proportion,5,0.4972125661375661,0.46972513827965934,0.5246999939954728
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,2,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,2,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,3,return_proportion,5,0.5073404755979783,0.46814578466959167,0.546535166526365
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,3,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,3,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,4,return_proportion,5,0.492003835978836,0.46355396243792446,0.5204537095197476
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,4,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,4,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,5,return_proportion,5,0.5093875661375661,0.44868028690881373,0.5700948453663184
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,5,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,5,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,6,return_proportion,5,0.5157238095238095,0.47465287376377263,0.5567947452838463
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,6,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,6,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,7,return_proportion,5,0.5217810457516339,0.47529020606447075,0.5682718854387969
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,7,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,7,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,8,return_proportion,5,0.5117416666666668,0.46097309013509175,0.5625102431982417
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,8,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,8,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,9,return_proportion,5,0.5147569444444444,0.48634976315959677,0.5431641257292921
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,9,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,9,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,10,return_proportion,5,0.5237944444444445,0.4490674109777672,0.5985214779111216
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,10,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,all,10,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,1,return_proportion,5,0.4450611111111111,0.401172632981451,0.48894958924077114
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,1,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,1,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,2,return_proportion,5,0.4972125661375661,0.46972513827965934,0.5246999939954728
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,2,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,2,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,3,return_proportion,5,0.5073404755979783,0.46814578466959167,0.546535166526365
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,3,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,3,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,4,return_proportion,5,0.492003835978836,0.46355396243792446,0.5204537095197476
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,4,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,4,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,5,return_proportion,5,0.5093875661375661,0.44868028690881373,0.5700948453663184
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,5,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,5,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,6,return_proportion,5,0.5157238095238095,0.47465287376377263,0.5567947452838463
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,6,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,6,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,7,return_proportion,5,0.5217810457516339,0.47529020606447075,0.5682718854387969
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,7,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,7,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,8,return_proportion,5,0.5117416666666668,0.46097309013509175,0.5625102431982417
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,8,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,8,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,9,return_proportion,5,0.5147569444444444,0.48634976315959677,0.5431641257292921
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,9,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,9,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,10,return_proportion,5,0.5237944444444445,0.4490674109777672,0.5985214779111216
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,10,zero_receipt_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,ordinary,10,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,1,return_proportion,5,0.29559629629629625,0.1673190010657277,0.42387359152686477
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,1,zero_receipt_rate,5,0.15,-0.02002184516456426,0.3200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,1,forced_receiver_rate,5,0.35,0.17997815483543575,0.5200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,2,return_proportion,5,0.41089947089947093,0.34498113964234495,0.4768178021565969
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,2,zero_receipt_rate,5,0.35,0.17997815483543575,0.5200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,2,forced_receiver_rate,5,0.15,-0.02002184516456426,0.3200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,3,return_proportion,5,0.4032775132275132,0.2844664738278217,0.5220885526272048
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,3,zero_receipt_rate,5,0.3,0.16117774474011007,0.43882225525988994
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,3,forced_receiver_rate,5,0.35,0.17997815483543575,0.5200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,4,return_proportion,5,0.47673280423280423,0.4367839048998965,0.516681703565712
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,4,zero_receipt_rate,5,0.45,0.31117774474011006,0.58882225525989
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,4,forced_receiver_rate,5,0.15,-0.02002184516456426,0.3200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,5,return_proportion,5,0.39107380952380955,0.24588366501180636,0.5362639540358127
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,5,zero_receipt_rate,5,0.35,0.07235548948022014,0.6276445105197799
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,5,forced_receiver_rate,5,0.2,-0.059712658420892406,0.45971265842089243
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,6,return_proportion,5,0.40791666666666665,0.283093924427531,0.5327394089058023
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,6,zero_receipt_rate,5,0.4,0.2299781548354358,0.5700218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,6,forced_receiver_rate,5,0.3,0.04028734157910757,0.5597126584208925
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,7,return_proportion,5,0.42592151675485007,0.3305063140708858,0.5213367194388143
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,7,zero_receipt_rate,5,0.35,0.17997815483543575,0.5200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,7,forced_receiver_rate,5,0.25,0.25,0.25
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,8,return_proportion,5,0.48269788359788357,0.45888109740505434,0.5065146697907128
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,8,zero_receipt_rate,5,0.4,0.2299781548354358,0.5700218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,8,forced_receiver_rate,5,0.25,0.25,0.25
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,9,return_proportion,5,0.4427391534391534,0.27353409418828634,0.6119442126900204
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,9,zero_receipt_rate,5,0.4,0.2299781548354358,0.5700218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,9,forced_receiver_rate,5,0.35,0.07235548948022014,0.6276445105197799
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,10,return_proportion,5,0.461563492063492,0.3890969881984057,0.5340299959285784
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,10,zero_receipt_rate,5,0.5,0.5,0.5
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,all,10,forced_receiver_rate,5,0.15,-0.12764451051977985,0.4276445105197798
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,1,return_proportion,5,0.4415222222222222,0.3890846653004197,0.4939597791440247
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,1,zero_receipt_rate,5,0.13333333333333333,-0.09336246021941896,0.3600291268860856
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,1,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,2,return_proportion,5,0.48164021164021165,0.4244629684890813,0.538817454791342
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,2,zero_receipt_rate,5,0.3333333333333333,0.07987973103472695,0.5867869356319397
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,2,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,3,return_proportion,5,0.5075037037037038,0.398193736617384,0.6168136707900236
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,3,zero_receipt_rate,5,0.13333333333333333,-0.09336246021941896,0.3600291268860856
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,3,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,4,return_proportion,5,0.47673280423280423,0.4367839048998965,0.516681703565712
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,4,zero_receipt_rate,5,0.3333333333333333,0.07987973103472695,0.5867869356319397
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,4,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,5,return_proportion,5,0.4306571428571429,0.36992004269596246,0.49139424301832335
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,5,zero_receipt_rate,5,0.26666666666666666,-0.04717944805807367,0.580512781391407
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,5,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,6,return_proportion,5,0.46875,0.4175339730700367,0.5199660269299633
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,6,zero_receipt_rate,5,0.2333333333333333,-0.04431117718644653,0.5109778438531132
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,6,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,7,return_proportion,5,0.4564770723104057,0.41037330003315614,0.5025808445876553
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,7,zero_receipt_rate,5,0.2,-0.026695793552752284,0.42669579355275233
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,7,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,8,return_proportion,5,0.48269788359788357,0.45888109740505434,0.5065146697907128
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,8,zero_receipt_rate,5,0.2,-0.026695793552752284,0.42669579355275233
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,8,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,9,return_proportion,5,0.5039825396825396,0.4147916681778669,0.5931734111872122
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,9,zero_receipt_rate,5,0.16666666666666666,-0.12599634436169485,0.4593296776950282
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,9,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,10,return_proportion,5,0.461563492063492,0.3890969881984057,0.5340299959285784
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,10,zero_receipt_rate,5,0.36666666666666664,0.09684470254854893,0.6364886307847843
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors25,2 of 8 defectors,ordinary,10,forced_receiver_rate,5,0.0,0.0,0.0
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,1,return_proportion,5,0.23872222222222222,0.00011465384388631428,0.47732979060055813
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,1,zero_receipt_rate,5,0.45,0.31117774474011006,0.58882225525989
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,1,forced_receiver_rate,5,0.55,0.41117774474011015,0.6888222552598899
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,2,return_proportion,5,0.36416666666666664,0.1761039545982479,0.5522293787350854
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,2,zero_receipt_rate,5,0.55,0.41117774474011015,0.6888222552598899
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,2,forced_receiver_rate,5,0.45,0.31117774474011006,0.58882225525989
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,3,return_proportion,5,0.22222222222222224,-0.07044078880613927,0.5148852332505838
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,3,zero_receipt_rate,5,0.5,0.2805027417287289,0.7194972582712711
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,3,forced_receiver_rate,5,0.55,0.2099563096708716,0.8900436903291284
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,4,return_proportion,3,0.28703703703703703,-0.33431677092318185,0.908390844997256
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,4,zero_receipt_rate,5,0.7,0.29526705382282337,1.1047329461771764
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,4,forced_receiver_rate,5,0.45,0.10995630967087155,0.7900436903291285
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,5,return_proportion,5,0.31722222222222224,0.04878820854285537,0.5856562359015891
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,5,zero_receipt_rate,5,0.65,0.4799781548354358,0.8200218451645642
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,5,forced_receiver_rate,5,0.5,0.2805027417287289,0.7194972582712711
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,6,return_proportion,5,0.3666666666666666,0.02314239750946312,0.71019093582387
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,6,zero_receipt_rate,5,0.6,0.32235548948022014,0.8776445105197799
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,6,forced_receiver_rate,5,0.5,0.2805027417287289,0.7194972582712711
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,7,return_proportion,4,0.38055555555555554,0.08669606378583566,0.6744150473252755
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,defectors50,4 of 8 defectors,all,7,zero_receipt_rate,5,0.7,0.44028734157910754,0.9597126584208924
