model,num_agents,population,condition,condition_label,treatment,treatment_label,receiver_scope,round,metric,n_runs,mean,ci_low,ci_high
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,all,10,forced_receiver_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,1,return_proportion,3,0.2811111111111111,0.151107025171138,0.4111151970510842
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,1,zero_receipt_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,1,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,2,return_proportion,5,0.20722117548154192,-0.0407465117700386,0.4551888627331224
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,2,zero_receipt_rate,5,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,2,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,3,return_proportion,3,0.1842222222222222,-0.2121007664630958,0.5805452109075402
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,3,zero_receipt_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,3,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,4,return_proportion,1,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,4,zero_receipt_rate,5,0.8,0.24471097896044036,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,4,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,5,return_proportion,1,0.4613333333333333,0.4613333333333333,0.4613333333333333
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,5,zero_receipt_rate,5,0.8,0.24471097896044014,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,5,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,6,return_proportion,4,0.2742753623188406,-0.09288999695363054,0.6414407215913117
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,6,zero_receipt_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,6,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,7,return_proportion,2,0.19375,-2.2680771676837184,2.6555771676837185
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,7,zero_receipt_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,7,forced_receiver_rate,5,0.2,-0.3552890210395598,0.7552890210395597
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,8,return_proportion,4,0.21624999999999997,-0.18151084830160522,0.6140108483016051
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,8,zero_receipt_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,8,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,9,return_proportion,3,0.4127407407407407,0.24105449001466658,0.5844269914668148
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,9,zero_receipt_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,9,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,10,return_proportion,2,0.46166666666666667,-2.143105304301912,3.0664386376352457
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,10,zero_receipt_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,ordinary,10,forced_receiver_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,1,return_proportion,3,0.20155555555555557,-0.2617250894032147,0.6648362005143258
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,1,zero_receipt_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,1,forced_receiver_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,2,return_proportion,4,0.06916666666666667,-0.15095253611549486,0.28928586944882817
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,2,zero_receipt_rate,5,0.2,-0.3552890210395598,0.7552890210395597
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,2,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,3,return_proportion,2,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,3,zero_receipt_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,3,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,4,return_proportion,2,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,4,zero_receipt_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,4,forced_receiver_rate,5,0.8,0.24471097896044014,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,5,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,5,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,5,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,6,return_proportion,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,6,zero_receipt_rate,5,0.8,0.24471097896044036,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,6,forced_receiver_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,7,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,7,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,7,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,8,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,8,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,8,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,9,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,9,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,9,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,10,return_proportion,1,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,10,zero_receipt_rate,5,0.8,0.24471097896044036,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,all,10,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,1,return_proportion,3,0.20155555555555557,-0.2617250894032147,0.6648362005143258
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,1,zero_receipt_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,1,forced_receiver_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,2,return_proportion,4,0.06916666666666667,-0.15095253611549486,0.28928586944882817
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,2,zero_receipt_rate,5,0.2,-0.3552890210395598,0.7552890210395597
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,2,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,3,return_proportion,2,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,3,zero_receipt_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,3,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,4,return_proportion,2,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,4,zero_receipt_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,4,forced_receiver_rate,5,0.8,0.24471097896044014,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,5,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,5,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,5,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,6,return_proportion,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,6,zero_receipt_rate,5,0.8,0.24471097896044036,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,6,forced_receiver_rate,5,0.2,-0.3552890210395599,0.75528902103956
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,7,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,7,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,7,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,8,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,8,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,8,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,9,return_proportion,0,,,
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,9,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,9,forced_receiver_rate,5,0.4,-0.280087380658257,1.0800873806582572
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,10,return_proportion,1,0.0,0.0,0.0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,10,zero_receipt_rate,5,0.8,0.24471097896044036,1.3552890210395598
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,ordinary,10,forced_receiver_rate,5,0.6,-0.08008738065825705,1.280087380658257
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,1,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,1,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,1,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,2,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,2,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,2,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,3,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,3,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,3,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,4,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,4,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,4,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,5,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,5,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,5,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,6,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,6,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,6,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,7,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,7,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,7,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,8,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,8,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,8,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,9,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,9,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,9,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,10,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,10,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,all,10,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,1,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,1,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,1,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,2,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,2,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,2,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,3,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,3,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,3,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,4,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,4,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,4,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,5,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,5,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,5,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,6,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,6,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,6,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,7,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,7,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,7,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,8,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,8,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,8,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,9,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,9,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,9,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,10,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,10,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,ordinary,10,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,1,return_proportion,1,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,1,zero_receipt_rate,5,0.95,0.8111777447401101,1.0888222552598898
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,1,forced_receiver_rate,5,0.35,0.17997815483543575,0.5200218451645642
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,2,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,2,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,2,forced_receiver_rate,5,0.15,-0.02002184516456426,0.3200218451645642
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,3,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,3,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,3,forced_receiver_rate,5,0.35,0.17997815483543575,0.5200218451645642
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,4,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,4,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,4,forced_receiver_rate,5,0.15,-0.02002184516456426,0.3200218451645642
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,5,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,5,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,5,forced_receiver_rate,5,0.2,-0.059712658420892406,0.45971265842089243
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,6,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,6,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,6,forced_receiver_rate,5,0.3,0.04028734157910757,0.5597126584208925
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,7,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,7,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,7,forced_receiver_rate,5,0.25,0.25,0.25
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,8,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,8,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,8,forced_receiver_rate,5,0.25,0.25,0.25
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,9,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,9,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,9,forced_receiver_rate,5,0.35,0.07235548948022014,0.6276445105197799
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,10,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,10,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,all,10,forced_receiver_rate,5,0.15,-0.12764451051977985,0.4276445105197798
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,1,return_proportion,1,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,1,zero_receipt_rate,5,0.9333333333333332,0.7482369929868133,1.1184296736798531
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,1,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,2,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,2,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,2,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,3,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,3,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,3,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,4,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,4,zero_receipt_rate,5,1.0,1.0,1.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,4,forced_receiver_rate,5,0.0,0.0,0.0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,5,return_proportion,0,,,
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,ordinary,5,zero_receipt_rate,5,1.0,1.0,1.0
