fe,setting,role,model,predictor,level,coef,ci_low,ci_high,p,n_decisions,n_runs
agent,8-agent mixed,trustee,"own + shown label, no lag",own_label,be cautious,-0.003154377683017249,-0.022533591883363128,0.016224836517328627,0.7497070527721184,1861,60
agent,8-agent mixed,trustee,"own + shown label, no lag",own_label,be generous,0.0020132278054862058,-0.006849033797005892,0.010875489407978303,0.6561446402721791,1861,60
agent,8-agent mixed,trustee,"own + shown label, no lag",shown_label,be cautious,0.002959900231691052,-0.013773602691168901,0.019693403154551006,0.7288260321106755,1861,60
agent,8-agent mixed,trustee,"own + shown label, no lag",shown_label,be generous,0.003796989453562014,-0.004773166319276775,0.012367145226400804,0.3851984275203405,1861,60
agent,all settings,investor,"own + shown label, own lag",own_label,be cautious,0.0006804001749589106,-0.04879402551301819,0.050154825862936014,0.9784960015056858,3406,156
agent,all settings,investor,"own + shown label, own lag",own_label,be generous,0.008318489568422772,-0.013261662604534659,0.029898641741380204,0.4499452804040639,3406,156
agent,all settings,investor,"own + shown label, own lag",shown_label,be cautious,0.010019320508039681,-0.05684222519058463,0.07688086620666398,0.768984052609295,3406,156
agent,all settings,investor,"own + shown label, own lag",shown_label,be generous,-0.010316357161184071,-0.03317086150150668,0.01253814717913854,0.37631117357260335,3406,156
agent,all settings,investor,"own + shown label, own lag",coop_lag_same_role,,-0.08609555843786154,-0.15989341253695322,-0.01229770433876988,0.02222074830112721,3406,156
agent,all settings,investor,"own + shown label, no lag",own_label,be cautious,-0.0018316389399398282,-0.05222375793410596,0.0485604800542263,0.9432065605479021,3619,156
agent,all settings,investor,"own + shown label, no lag",own_label,be generous,0.012986713925113733,-0.008123978206874514,0.03409740605710198,0.22792715435708388,3619,156
agent,all settings,investor,"own + shown label, no lag",shown_label,be cautious,0.010942933621214878,-0.0516770569376663,0.07356292418009605,0.731969729321378,3619,156
agent,all settings,investor,"own + shown label, no lag",shown_label,be generous,-0.008683258693053742,-0.031018985413395907,0.013652468027288422,0.44608537505151435,3619,156
agent,all settings,trustee,"own + shown label, own lag",own_label,be cautious,0.0025082045370987483,-0.018538481758818576,0.02355489083301607,0.8153145393574823,2861,156
agent,all settings,trustee,"own + shown label, own lag",own_label,be generous,0.0023350349229250018,-0.004699039228369853,0.009369109074219856,0.515284929585631,2861,156
agent,all settings,trustee,"own + shown label, own lag",shown_label,be cautious,-0.0025619357360427203,-0.019271070440335422,0.01414719896824998,0.763786357636386,2861,156
agent,all settings,trustee,"own + shown label, own lag",shown_label,be generous,0.000450565491589554,-0.006155569224766205,0.007056700207945313,0.8936575305008871,2861,156
agent,all settings,trustee,"own + shown label, own lag",coop_lag_same_role,,-0.06384557290028314,-0.13099607458395196,0.0033049287833856744,0.06239181947568676,2861,156
agent,all settings,trustee,"own + shown label, no lag",own_label,be cautious,0.0022572758056795513,-0.016821965628196347,0.021336517239555448,0.8166277675361611,3268,156
agent,all settings,trustee,"own + shown label, no lag",own_label,be generous,0.0002813214138213181,-0.006541879454529779,0.007104522282172416,0.9355934075802579,3268,156
agent,all settings,trustee,"own + shown label, no lag",shown_label,be cautious,-0.0006626371184376596,-0.01661945477878194,0.015294180541906621,0.9351308298624766,3268,156
agent,all settings,trustee,"own + shown label, no lag",shown_label,be generous,0.0014191602591290958,-0.005154132650463532,0.007992453168721724,0.6721842591098027,3268,156
