fe,setting,role,model,predictor,level,coef,ci_low,ci_high,p,n_decisions,n_runs
agent,8-agent mixed,trustee,"own + shown label, no lag",own_label,be cautious,0.0043709431280973265,-0.01591538874633734,0.024657275002531995,0.6728070237912913,1861,60
agent,8-agent mixed,trustee,"own + shown label, no lag",own_label,be generous,0.011678203801242815,0.001518385274380099,0.02183802232810553,0.024266673445851216,1861,60
agent,8-agent mixed,trustee,"own + shown label, no lag",shown_label,be cautious,-0.008021258580172054,-0.023429574620540537,0.007387057460196427,0.3075778009118155,1861,60
agent,8-agent mixed,trustee,"own + shown label, no lag",shown_label,be generous,0.0016602891468217658,-0.00755178088207936,0.010872359175722891,0.7239056489159597,1861,60
agent,all settings,investor,"own + shown label, own lag",own_label,be cautious,-0.0006852101105921087,-0.061733039863658884,0.06036261964247466,0.9824488063871302,3406,156
agent,all settings,investor,"own + shown label, own lag",own_label,be generous,0.0011165660525852745,-0.012936533924645333,0.01516966602981588,0.8762492151675599,3406,156
agent,all settings,investor,"own + shown label, own lag",shown_label,be cautious,-0.015390703247050202,-0.07786043629979542,0.047079029805695005,0.6291827692405038,3406,156
agent,all settings,investor,"own + shown label, own lag",shown_label,be generous,-0.009029712049491335,-0.029252246773653547,0.011192822674670875,0.3814880131926187,3406,156
agent,all settings,investor,"own + shown label, own lag",coop_lag_same_role,,-0.08543251643283584,-0.15903597672028752,-0.011829056145384154,0.022908551754318336,3406,156
agent,all settings,investor,"own + shown label, no lag",own_label,be cautious,-0.00040799116887128384,-0.057754891819438256,0.05693890948169569,0.9888746190587967,3619,156
agent,all settings,investor,"own + shown label, no lag",own_label,be generous,0.00417428822647211,-0.009709634666770078,0.0180582111197143,0.555676526487863,3619,156
agent,all settings,investor,"own + shown label, no lag",shown_label,be cautious,-0.01335551300153808,-0.07081618191642322,0.04410515591334706,0.6487121435238422,3619,156
agent,all settings,investor,"own + shown label, no lag",shown_label,be generous,-0.006698939096546759,-0.026233735884700828,0.012835857691607307,0.5015088774810881,3619,156
agent,all settings,trustee,"own + shown label, own lag",own_label,be cautious,0.003589048717019713,-0.015501924312430583,0.02268002174647001,0.7125245525287693,2861,156
agent,all settings,trustee,"own + shown label, own lag",own_label,be generous,0.0029517589823723927,-0.0028029461763655794,0.008706464141110365,0.31474102218642885,2861,156
agent,all settings,trustee,"own + shown label, own lag",shown_label,be cautious,-0.0019331524155155398,-0.01616366295445236,0.01229735812342128,0.7900447469429571,2861,156
agent,all settings,trustee,"own + shown label, own lag",shown_label,be generous,0.0019306986691936378,-0.004125981720705994,0.00798737905909327,0.5321146912486105,2861,156
agent,all settings,trustee,"own + shown label, own lag",coop_lag_same_role,,-0.06418749473226452,-0.13137948065872002,0.003004491194190953,0.06116177163350771,2861,156
agent,all settings,trustee,"own + shown label, no lag",own_label,be cautious,0.007380744624956571,-0.011143868655167546,0.025905357905080688,0.43485740233975123,3268,156
agent,all settings,trustee,"own + shown label, no lag",own_label,be generous,0.004799918451046,-0.0013080065685210788,0.01090784347061308,0.12350198825537438,3268,156
agent,all settings,trustee,"own + shown label, no lag",shown_label,be cautious,-0.003215062436802401,-0.017043724134910433,0.010613599261305633,0.6486220811491503,3268,156
agent,all settings,trustee,"own + shown label, no lag",shown_label,be generous,0.002710500923369266,-0.0035284066261150717,0.008949408472853602,0.3944868207336074,3268,156
